Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
eTT Aviation,https://www.crunchbase.com/organization/ett-aviation,"Eagle, Idaho, United States","eTT Aviation is a US veteran-owned company, headquartered in Eagle, Idaho, specializing in airline crew and flight schedule management solutions revolutionizing how airlines achieve schedule flexibility and control. eTT Aviation’s two innovative products, SkedFlex and Crew Companion, support tens of thousands of aviation professionals at global, regional, cargo and charter airlines. For employees, they started by enabling airline pilots to trade flying trips and now do the same for shift workers nationwide. By helping their subscribers work when and where they want, they help improve morale and productivity while reducing absenteeism and costs for their company. For companies, they provide fully automated and customizable employee management systems, that allow for crew, shift and individual employee planning, scheduling and trading. Their sophisticated rules engine ensures that employees’ schedules are in compliance with Federal and/or company regulations. Many management tasks are automated, reducing workload and process errors. From establishing schedules in advance through to “day of” operations, their systems allow full control of workforce utilization. They continuously provide exemplary customer support to each and every one of their customers, individual and corporate. Their top priorities are valuing their employees and their customers. They are passionate about both because they are in the business of improving the quality of life for all. Their mission is to continue to be the leading innovator, developer, and provider of trip trading, shift trading, and schedule management software as a whole.",Active,For Profit,Venture - Series Unknown,,2002-01-01,year,"Aerospace, Information Technology, Software"
L2 Aviation Engineering and Design Services,https://www.crunchbase.com/organization/l2-aviation-engineering-and-design-services,"Cleveland, Texas, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Data Integration, Project Management"
Innovative Precision,https://www.crunchbase.com/organization/innovative-precision,"Ogden, Utah, United States","Innovative Precision has the machining solution for Aerospace, Medical, Automotive, and Defense parts. Innovative Precision continues to expand it’s machining capacity and capabilities with highly automated state-of-the-art CNC equipment.",Active,For Profit,,,1998-01-01,year,"Aerospace, Industrial, Industrial Manufacturing, Machinery Manufacturing, Manufacturing"
NC Software,https://www.crunchbase.com/organization/nc-software,"Richmond, Virginia, United States","NC Software develops professional aviation software solutions for pilots supporting both Windows and Mac as well as a wide range of apps including iPhone, iPod touch, iPad, and Android.  Logbook Pro is the market leading aviation software electronic logbook application for General Aviation supporting Windows and Mac, iOS, and Android. APDL (short for Airline Pilot's Daily Aviation Logbook) is the leading FAR 117 solution currently for iOS (iPhone, iPod touch, iPad, and iPad mini) offering a complete logbook solution for airline pilots including rest, duty, pay, compliance, resumes, and more.",Active,For Profit,,,1998-01-01,year,"Air Transportation, Software, Transportation"
Toraymposites America,https://www.crunchbase.com/organization/toraymposites-america,"Tacoma, Washington, United States",,Active,For Profit,,,1997-01-01,year,"Aerospace, Chemical, Mining"
CMSoft,https://www.crunchbase.com/organization/cmsoft-8ea9,"Palo Alto, California, United States",,Active,For Profit,,,1999-01-01,year,"Aerospace, Consulting, Manufacturing, Product Design"
Specialized Global Logistics,https://www.crunchbase.com/organization/specialized-global-logistics,"Ann Arbor, Michigan, United States","Specialized Global Logistics offers customer support right from order placement to proof of delivery, using the latest technology in GPS tracking to provide great visibility. Their services include date-specific, next-day air, next flight out, aircraft charter, and hot shot.",Active,For Profit,,,1997-01-01,year,"Air Transportation, Logistics, Transportation"
Aeroservicios,https://www.crunchbase.com/organization/aeroservicios,"Miami, Florida, United States",,Active,For Profit,,,1996-01-01,year,"Air Transportation, Automotive, Manufacturing, Rental"
Michiana Aircraft Service,https://www.crunchbase.com/organization/michiana-aircraft-service,"South Bend, Indiana, United States","Michiana Aircraft Service is an aerospace company. They offers weight and balance capabilities, combustion heater testing, aircraft detailing, limited engine repair, engine analyzer installations, airframe repairs, and oil analysis services.",Active,For Profit,,,1999-01-01,year,"Aerospace, Air Transportation, Mechanical Engineering, Technical Support"
Basic Commerce and Industries,https://www.crunchbase.com/organization/basic-commerce-and-industries,"Dahlgren, Virginia, United States",,Active,For Profit,,,1995-01-01,day,"Aerospace, Hardware, Machinery Manufacturing"
Aviation Safety Resources,https://www.crunchbase.com/organization/aviation-safety-resources,"Nicholasville, Kentucky, United States","Aviation Safety Resources designs, tests, and produces whole airframe parachute recovery systems to safely bring down an entire aircraft or vehicle and its occupants in the event of an in-air emergency.  ASR is focused its R&D on bringing a new dimension of safety to the rapidly developing Advanced Air Mobility (AAM) market.  AAM is quickly growing to a substantial market opportunity.  The emerging AAM vehicle market is projected to be $1.5 trillion with 3,000 Vertical Take-Off and Landing (VTOL) vehicles in operation by 2025.  This represents a $137M recovery system market within five years as the recovery system development will need to be ahead of vehicle designs.  ASR’s eXtreme Rapid Deployment (XRD) solution provides enhanced safety for the entire AAM concept for air transportation which is expected to have a high density of VTOL operations over heavily populated areas.  Not only can ASR solve the associated safety problem with recovery of a vehicle with no forward speed, but can ASR accomplish the objective within a compressed timeline driven by the current market developments.  ASRs Advanced XRD emergency recovery system for AAM directly aligns with the mission, goals and scope in addressing safety of non-conventional vertical lift configurations.",Active,For Profit,Grant,,2000-01-01,year,"Aerospace, Public Safety"
Applied GeoSolutions,https://www.crunchbase.com/organization/applied-geosolutions,"Durham, New Hampshire, United States",,Active,For Profit,,,2000-06-01,day,"Aerospace, Information Services, Information Technology, Software"
Pacific Design Technologies,https://www.crunchbase.com/organization/pacific-design-technologies,"Goleta, California, United States",,Active,For Profit,,,2000-01-01,day,"Aerospace, Manufacturing"
Guardian Flight,https://www.crunchbase.com/organization/guardian-flight,"South Jordan, Utah, United States","Our mission is to provide safe, compassionate and efficient air medical transportation. We transport patients in remote and rural settings to large hospitals in metropolitan areas, and we work as part of the Global Medical Response family.",Active,For Profit,,,2000-01-01,year,"Air Transportation, Emergency Medicine, Health Care, Medical, Professional Services"
M&M Manufacturing,https://www.crunchbase.com/organization/m-m-manufacturing,"Tulsa, Oklahoma, United States",,Active,For Profit,,,2000-01-01,year,"Aerospace, Automotive, Manufacturing"
Clayton International,https://www.crunchbase.com/organization/clayton-international,"Peachtree City, Georgia, United States","Clayton International is an aerospace company. They offer parts manufacturing, design engineering, logistics support, technical training, component overhaul, and aircraft transportation services.",Active,For Profit,,,1996-01-01,year,"Aerospace, Logistics, Manufacturing"
Third Party International,https://www.crunchbase.com/organization/third-party-international,"Ocala, Florida, United States","Third Party International is a manufacturing and supply chain consultants have significant expertise in the aerospace, automotive and medical sectors. Their field surveillance resources provide an on-site liaison between the client and supplier to resolve critical supply chain performance issues.",Active,For Profit,,,2002-01-01,year,"Aerospace, Consulting, Project Management"
