Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Jonal Laboratories,https://www.crunchbase.com/organization/jonal-laboratories,"Meriden, Connecticut, United States",,Active,For Profit,,,1965-01-01,year,"Aerospace, Plastics and Rubber Manufacturing"
AdelWiggins Group,https://www.crunchbase.com/organization/adelwiggins,"Los Angeles, California, United States",,Active,For Profit,,,1923-01-01,year,"Aerospace, Industrial, Manufacturing"
Vip Rubber and Plastic Company,https://www.crunchbase.com/organization/vip-rubber-and-plastic-company,"La Habra, California, United States","Vip Rubber and Plastic Company is an AS9100 Rev D certified custom manufacturing company.  We manufacture rubber and plastic parts to meet your exacting specifications.  Our core competencies are rubber extrusion, molded rubber, rubber sheet, gaskets, plastic extrusion, plastic pipe, and tubing.  Family-owned and operated since 1961, we are the leading custom manufacturer in the United States, known for producing high-quality parts that fit your application.",Active,For Profit,,,1961-08-01,day,"Advanced Materials, Aerospace, Industrial Manufacturing, Manufacturing, Plastics and Rubber Manufacturing"
Piasecki Aircraft,https://www.crunchbase.com/organization/piasecki-aircraft,"Essington, Pennsylvania, United States",,Active,For Profit,,,1955-01-01,year,"Aerospace, Business Development, Innovation Management"
"Sciaky, Inc.",https://www.crunchbase.com/organization/sciaky-inc,"Chicago, Illinois, United States",,Active,For Profit,,,1939-01-01,year,"3D Printing, Aerospace, Manufacturing, National Security"
AeroCision,https://www.crunchbase.com/organization/aerocision,"Chester, Connecticut, United States","AeroCision is a supplier of complex engine components and assemblies for the global aerospace industry. AeroCision offers rings, seal assemblies, castings, and multi-level assemblies; and machined turbine engine parts.",Active,For Profit,,,1958-01-01,year,"Aerospace, Industrial, Industrial Manufacturing"
Aero Metals,https://www.crunchbase.com/organization/aero-metals,"La Porte, Indiana, United States",,Active,For Profit,,,1961-01-01,day,"Aerospace, Industrial, Industrial Engineering"
Jeppesen Sanderson,https://www.crunchbase.com/organization/jeppesen-sanderson,"Englewood, Colorado, United States","Jeppesen Sanderson provide the most comprehensive, accurate, and timely navigational information available for your air transportation needs.",Active,For Profit,,,1934-01-01,year,"Aerospace, Air Transportation, Information Technology, Navigation"
Wellman,https://www.crunchbase.com/organization/wellman,"Creston, Iowa, United States",WDC Acquisition specializes in manufacturing premium grade aluminum and magnesium sand castings.,Active,For Profit,Venture - Series Unknown,,1910-01-01,year,"Aerospace, Industrial Engineering, Manufacturing"
Rotor X,https://www.crunchbase.com/organization/rotor-x-aircraft,"Chandler, Arizona, United States",Rotor X supplies aircraft components to defence contractors for advanced tactics. It involves the manufacturing of customised aircraft and helicopter kits. They support the existing helicopter owners around the world with parts and maintenance services. An online inquiry form is available on their websites.,Active,For Profit,Non-equity Assistance,,1961-01-01,year,"Aerospace, Machinery Manufacturing, Manufacturing"
Skurka Aerospace,https://www.crunchbase.com/organization/skurka-aerospace,"Camarillo, California, United States","Skurka Aerospace, Inc (SAI) is an ISO 9001/AS 9100 certified and world-renowned designer, developer and producer of custom electro-magnetic equipment.  SAI was founded in 1950, and has extensive experience supporting commercial and military OEM’s and Tier 1 Suppliers. Our success is directly attributable to quality product and cutting edge technology developed for high reliability and mission-critical applications. SAI achieves ongoing advantages in design, development, and manufacturing of customized electro-magnetic equipment which includes: specialized A.C and D.C electric motors, starter generators, speed pickup transducers, fans, blowers, and tachometers for commercial aircraft, military aircraft and ground vehicles, antenna drive systems, naval ships systems, and space exploration systems.",Active,For Profit,,,1950-01-01,year,"Aerospace, Manufacturing"
Limco Airepair,https://www.crunchbase.com/organization/limco-airepair,"Tulsa, Oklahoma, United States","Limco Airepair, Inc., located in Tulsa OK, is recognized as a world leader in the Heat Transfer Solution business with primary focus on the Aerospace Industry.  We are uniquely poised as a total solution provider as BOTH a premier manufacturer of original designs for Military, Regional, and Commercial applications; and an FAA/EASA approved repair station for Maintenance, Repair, and Overhaul (MRO) of Heat Exchanger’s. Their complete manufacturing line services some of the biggest names in Commercial and Military aircraft, and land systems.  And once you experience their dedication to on-time delivery, and 0 defects you will understand why customers such as Boeing have rated us as a GOLD supplier for 44 consecutive months. Their customers rave about their Industry Leading turnaround time in their repair facility.  Where most MRO shops for heat transfer have long lead times, Limco consistently strives to beat their current average of <10 calendar days. They accomplish this by employing lean manufacturing processes, and couple it with their unique skills in vacuum brazing to accomplish an FAA approved process of LimCore™ restoring the unit back to zero time and in full compliance with the Original Equipment Manufacturers specifications.",Active,For Profit,,,1946-01-01,year,"Aerospace, Manufacturing"
Harlow Aerostructures,https://www.crunchbase.com/organization/harlow-aerostructures,"Wichita, Kansas, United States","Harlow Aerostructures LLC is an experienced manufacturer of complex structural, mechanical and electro-mechanical assemblies. This core competency is fully supported by their complete engineering, manufacturing and processing capabilities which provides the vertical integration they need to manage and control the diverse mix of complex components required to build precision assemblies. A number of their assemblies are some of the most complex in the aircraft industry, including complete Cockpit Pedestals, Electro-Mechanical Throttle Quadrants and Tee Column weld assemblies that all include Harlow produced Wire Harnesses which are functionally tested in-house ready for installation on the assembly line. Finally, their assembly capabilities are complete with their ability to fabricate complex Sheet Metal & Structural assemblies as well as provide Kitting services that makes available a high level of integration capabilities for their customers.",Active,For Profit,,,1954-01-01,year,"Aerospace, Manufacturing, Mechanical Engineering"
Dayton-Granger,https://www.crunchbase.com/organization/dayton-granger,"Fort Lauderdale, Florida, United States",,Active,For Profit,,,1943-01-01,year,"Aerospace, Electronics, Lighting, Manufacturing"
