Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Air Filters Delivered,https://www.crunchbase.com/organization/air-filters-delivered,"Orlando, Florida, United States",,Active,For Profit,,,2010-01-01,day,"Air Transportation, Commercial, Industrial"
FlyAirshare,https://www.crunchbase.com/organization/flyairshare,"Goleta, California, United States",A collaborative consumption model for air travel. FlyAirshare is a FAA 135 certified air carrier able to connect like minded travelers to their destinations on 7-15 passenger turbine powered aircraft without the hassles of flying commercial.,Active,For Profit,,,2013-02-20,day,"Air Transportation, Service Industry, Travel"
Skyworks Aeronautics,https://www.crunchbase.com/organization/groen-aeronautics-corporation,"Chicago, Illinois, United States","Skyworks Aeronautics is the world leader in the science and technology of gyronautics, focusing on the design and development of high-performance gyroplanes. Using highly advanced technology and modern aerospace science, engineering, and design methods, we strive to make air travel safer, more cost-efficient and effective.",Active,For Profit,,,2012-12-01,month,"Aerospace, Air Transportation, Military"
American Worldwide Agency,https://www.crunchbase.com/organization/american-worldwide-agency,"Long Beach, California, United States",,Active,For Profit,,,2010-01-01,day,"Aerospace, Air Transportation, Transportation"
AGR,https://www.crunchbase.com/organization/agr-4a3c,"Irving, Texas, United States","AGR is focused on providing pragmatic business-focused solutions for today’s complex challenges. It is to deliver business value above and beyond the engagement scope. It offers services like cloud computing, digital enterprise transformation, data science, data analytics, and more.",Active,For Profit,,,2013-01-01,year,"Aerospace, Analytics, Chemical"
Xtreme Aviation,https://www.crunchbase.com/organization/xtreme-aviation,"Opa Locka, Florida, United States",,Active,For Profit,,,2013-01-01,year,"Aerospace, Air Transportation, Professional Services"
Alare Technologies,https://www.crunchbase.com/organization/alare-technologies,"Simi Valley, California, United States","Alare Technologies is a system design and development engineering firm. They provide developing proof-of-concept demonstration and transition to low-rate initial production services. They address inquiries through phone, email, and online applications.",Active,For Profit,,,2012-01-01,year,"Aerospace, Industrial, Mechanical Engineering, Test and Measurement"
Axiom Worldwide Logistix,https://www.crunchbase.com/organization/axiom-worldwide-logistix,"Irving, Texas, United States","Axiom Worldwide Logistix provides ocean freight, air freight, domestic transport, and brokerage services. They provide online shipment tracking services. They provide data intelligence services that include business reporting, operational dashboards, executive level dashboards, and online data analysis.",Active,For Profit,,,2012-01-01,year,"Air Transportation, Freight Service, Logistics"
Tripcast,https://www.crunchbase.com/organization/tripcast,"San Francisco, California, United States",,Active,For Profit,,,2014-01-01,day,"Air Transportation, Travel, Travel Agency"
Unmanned Safety Institute,https://www.crunchbase.com/organization/unmanned-safety-institute,"Denver, Colorado, United States","The Unmanned Safety Institute (USI) is the aviation industry’s most widely recognized leader in flight safety solutions for individuals, enterprises, and organizations focused on integrating and operating Unmanned Aircraft Systems (UAS), also known as ""drones"" for civil or commercial purposes. The Unmanned Safety Institute, widely recognized as “best-in-class” provides UAS flight safety training and certification to operational standards based on the adoption and modification of time-honored aviation safety practices.  USI provides flight safety education, and remote pilot training & certification programs through eLearning, in-person classroom instruction, and flight instruction through its USI Partner Academy™ network worldwide.  USI is accepted an FAA training provider, endorsed by aviation insurance providers, and recognized by many leading organizations including the Helicopter Association International (HAI), National Business Aviation Association (NBAA), Airborne Law Enforcement Association (ALEA), and many others.  USI has over 95 USI Certified Instructors™ who train and certify approximately 3,000 people per year to become professional remote pilots. USI is a portfolio company of ARGUS International, Inc., and is headquartered in Orlando, FL with safety assurance offices in Denver, CO.  Founded in 1995, ARGUS International is headquartered in Cincinnati, OH, and actively engaged with business activities in North America, Europe, Australia, Asia, South America and the Middle East and Africa.  Discover more at www.UnmannedSafetyInstitute.org.",Active,For Profit,,,2014-01-01,year,"Aerospace, Drones"
Briles Aerospace,https://www.crunchbase.com/organization/briles-aerospace,"Gardena, California, United States","Briles Aerospace understands and embraces the nuances of doing business with its customers and strives to create a partnership. Fasteners can be manufactured by briles aerospace. The services are manufacturing, aerospace, quality assurance, and miming.",Active,For Profit,,,2012-01-01,year,"Aerospace, Manufacturing, Mining, Quality Assurance"
Phantom Services,https://www.crunchbase.com/organization/phantom-services,"Hollywood, Florida, United States",,Active,For Profit,,,2012-01-01,year,"Aerospace, Fleet Management, Infrastructure, Security"
FLYMOTION Unmanned Systems,https://www.crunchbase.com/organization/flymotion-unmanned-systems,"Tampa, Florida, United States","FLYMOTION Unmanned Systems was formulated in 2014, and headquartered in Tampa, Florida. We’ve quickly become one of the most recognized, full-scale UAS solution companies in North America because of the care they take in overseeing our clients projects from an abstract idea, to a concrete solution. Our executive and creative teams engulf themselves in the artistry of drone technology, and never stop thinking about how to improve the current industry, or introduce completely new concepts into it, such as FlyMotion TRIDENT™ and FlyMotion MAVERICK™. Our promise is to deliver premier turnkey Unmanned Aerial Systems and solutions while ensuring the highest level of client satisfaction and support. They are FLYMOTION Unmanned Systems. They are the solution.",Active,For Profit,,,2014-01-01,year,"Aerospace, Hardware, Information Technology, Public Safety, Robotics, Software"
IMET Alloys,https://www.crunchbase.com/organization/imet-alloys,"Monroe, North Carolina, United States",,Active,For Profit,,,2011-01-01,year,"Aerospace, Industrial, Manufacturing, Mining, Oil and Gas"
OTA Group,https://www.crunchbase.com/organization/ota-group,"Cerritos, California, United States",,Active,For Profit,,,2013-01-01,year,"Air Transportation, Freight Service, Warehousing"
ESE Carbon Company,https://www.crunchbase.com/organization/ese-carbon-company,"Miami, Florida, United States","The ESE Carbon Company is a structural carbon fiber composites company that, thanks to the inherent benefits of our material, can make any steel or aluminum part lighter, stronger and last longer. Our unique manufacturing process allows us to offer these benefits at a lower cost than any carbon fiber composite manufacturer currently offers.  Evidence of this can be found with our recently developed one-piece carbon fiber wheel that has successfully passed automotive industry testing requirements while maintaining a ~40% weight reduction versus metal wheels. We have the potential to offer at prices competitive with aluminum wheels at manufacturing scale. We are looking for funding to help us establish an automated commercial production line for our carbon fiber wheels and expand to new products.",Active,For Profit,,,2011-11-01,day,"Aerospace, Automotive, Construction, Industrial, Manufacturing, Military"
