Organization Name,Organization Name URL,Headquarters Location,Full Description,Operating Status,Company Type,Last Funding Type,Diversity Spotlight (US Headquarters Only),Founded Date,Founded Date Precision,Industries
Vaya Space,https://www.crunchbase.com/organization/vaya-space,"Cocoa, Florida, United States","Privately-held Vaya Space is the leader in sustainable space access with operations in the US and Brazil. The company uses the equivalent of 2 million recycled plastic bottles per launch and produces in excess of 800 Kn of thrust from its engine cluster configuration to cost-effectively deliver over 1,000 kg of payload to precise low earth orbit, competing in the over $1T small satellite launch market.",Active,For Profit,Venture - Series Unknown,,2017-01-01,year,"Aerospace, Manufacturing, Transportation"
Firehawk Aerospace,https://www.crunchbase.com/organization/firehawk-aerospace,"Dallas, Texas, United States",Firehawk Aerospace is a  rocket engine manufacturer.,Active,For Profit,Series B,,2020-01-01,year,"3D Printing, Aerospace, Chemical Engineering, Manufacturing, National Security, Space Travel"
Flyby Robotics,https://www.crunchbase.com/organization/flyby-robotics,"Los Angeles, California, United States","Flyby Robotics is a developer of American-made autonomous drones with no critical Chinese electronic components intended for machine learning on the edge capabilities. The company's platform simplifies the tedious processing of running ML-heavy applications on drones while providing a seamless field experience for drone operators to perform complex autonomous missions for drone delivery, critical infrastructure, renewable energy, and public safety applications.",Active,For Profit,Pre-Seed,,2020-01-01,year,"Aerospace, Machinery Manufacturing"
Turion Space,https://www.crunchbase.com/organization/turion-space,"Irvine, California, United States","Turion Space assembles, tests, and operates ""Droid"" spacecraft. These spacecraft remove orbital debris and services operational satellites, enhancing mission capabilities or extending their operational lifetimes. The Droid spacecrafts rendezvous and dock with space assets and large debris objects using vision sensors and agnostic docking device. Utilizing the onboard propulsion system, the spacecraft will either deorbit or change the orbit of the debris object or satellite.",Active,For Profit,Seed,,2020-01-01,year,"Aerospace, Information Technology, Space Travel"
SkySafe,https://www.crunchbase.com/organization/skysafe,"San Diego, California, United States","SkySafe's technology allows governments, law enforcement, airports, corporations, cities, and more to manage their airspace with real-time drone data and analytics. SkySafe was founded in 2015 in San Diego, CA. The SkySafe team consists of drone and signals experts from MIT, UC San Diego, the Air Force Research Lab, and more. Our goal is to build safe, secure airspaces as a new wild west of drone development and innovation emerges.",Active,For Profit,Series B,,2015-01-01,year,"Aerospace, Drone Management, Drones, Robotics, Security"
Eve Air Mobility,https://www.crunchbase.com/organization/eve-air-mobility,"Fort Lauderdale, Florida, United States","Eve Air Mobility develops air mobility solutions to advance the urban air mobility ecosystem. Eve's system includes an advanced electric vertical takeoff and landing vehicle project, comprehensive global services and support network, and an air traffic management solution, providing clients with a safe, accessible, and green air mobility ecosystem.",Active,For Profit,Post-IPO Equity,,2020-01-01,year,"Air Transportation, Electric Vehicle, Fleet Management"
Cognitive Space,https://www.crunchbase.com/organization/cognitive-space,"Houston, Texas, United States","Cognitive Space develops a generation machine intelligence platform for satellite constellation management. It applies the power of artificial intelligence to space constellation mission management, collections planning, and communications link coordination so that organizations can unlock the true revenue and operational potential of their satellite constellations.",Active,For Profit,Seed,,2018-02-09,day,"Aerospace, Artificial Intelligence, Satellite Communication"
ION Storage Systems,https://www.crunchbase.com/organization/ion-storage-systems,"Beltsville, Maryland, United States","Ion Storage Systems is focused on developing the most energy dense, safest batteries that can be deployed in any environment. Breakthroughs in solid state battery technology have led to a battery that meets the mission critical needs for the defense and aerospace industries; and safer more efficient for consumer electronics and electric vehicles.",Active,For Profit,Series A,,2015-01-01,year,"Aerospace, Battery, Consumer Electronics, Electric Vehicle, Electronics, Energy, Energy Storage, Manufacturing, Medical Device, Military"
Cuberg,https://www.crunchbase.com/organization/cuberg,"Emeryville, California, United States",Cuberg is a U.S.-based battery technology company delivering high-performance lithium metal cells produced on existing lithium-ion manufacturing lines for electromobility solutions.,Active,For Profit,Seed,,2015-04-01,month,"Aerospace, Air Transportation, Automotive, Battery, Clean Energy, Drones, Electric Vehicle, Manufacturing"
Launcher,https://www.crunchbase.com/organization/launcher-390c,"Hawthorne, California, United States",Launcher develops the world’s most efficient rockets and transfer vehicles to deliver small satellites to orbit.,Active,For Profit,Series B,,2017-03-16,day,"3D Printing, Aerospace"
AURA Network Systems,https://www.crunchbase.com/organization/aura-network-systems,"Mclean, Virginia, United States","AURA (which stands for Advanced Ultra Reliable Aviation) is on a mission to deliver an FAA-compliant nationwide network utilizing a unique, licensed aviation spectrum to accelerate advanced levels of autonomy in the National Airspace System. Its vision is to empower the aerospace industry’s pioneering technology solutions that improve accessibility and safety, drive economic expansion and further environmental sustainability – while transforming the concept of aviation for crewed and uncrewed aircraft. AURA’s frequencies in the 450 MHz band have extraordinary propagation characteristics ideal for secure and reliable communications. The company’s technology increases the commercial viability of autonomous operations.",Active,For Profit,Series B,,2019-10-30,day,"Air Transportation, Data Center, Data Integration, Database"
